Timestamp,Thumb Flex,Pointer Flex,Middle Flex,Ring Flex,Pinky Flex,Thumb Acc. X,Thumb Acc. Y,Thumb Acc. Z,Thumb Gyro X,Thumb Gyro Y,Thumb Gyro Z,Pointer Acc. X,Pointer Acc. Y,Pointer Acc. Z,Pointer Gyro X,Pointer Gyro Y,Pointer Gyro Z,Middle Acc. X,Middle Acc. Y,Middle Acc. Z,Middle Gyro X,Middle Gyro Y,Middle Gyro Z,Ring Acc. X,Ring Acc. Y,Ring Acc. Z,Ring Gyro X,Ring Gyro Y,Ring Gyro Z,Pinky Acc. X,Pinky Acc. Y,Pinky Acc. Z,Pinky Gyro X,Pinky Gyro Y,Pinky Gyro Z,Wrist Gyro X,Wrist Gyro Y,Wrist Gyro Z,Wrist Acc. X,Wrist Acc. Y,Wrist Acc. Z,Hand
2.455,0,255,255,255,255,-7.83,0.86,6.05,0.00,0.02,-0.00,-8.85,-2.87,3.64,-0.02,0.01,-0.03,-8.22,-2.16,5.43,0.01,0.02,-0.01,-5.32,-5.27,6.51,0.00,0.00,0.00,-2.10,-3.40,8.98,-0.01,-0.00,0.00,-0.52,0.09,0.86,0.31,0.24,-0.06,L
2.51,255,255,255,0,255,-7.86,0.78,6.01,-0.01,0.02,-0.01,-8.85,-2.96,3.62,-0.03,0.01,-0.03,-8.23,-2.21,5.45,0.01,0.02,-0.02,-5.43,-5.32,6.48,-0.00,0.00,-0.00,-2.14,-3.56,8.96,-0.01,0.00,0.00,-0.52,0.08,0.86,0.55,0.43,-0.06,L
2.564,255,255,255,255,255,-7.84,0.79,5.98,0.01,0.02,0.00,-8.75,-2.83,3.62,-0.03,0.01,-0.02,-8.20,-2.14,5.39,0.01,0.03,-0.01,-5.34,-5.34,6.49,0.01,0.01,0.01,-2.15,-3.50,8.96,-0.01,0.00,0.00,-0.52,0.08,0.86,0.18,0.85,-0.18,L
2.61,255,255,255,255,255,-7.93,0.84,6.03,0.00,0.02,0.00,-8.89,-2.86,3.59,-0.02,0.01,-0.02,-8.26,-2.21,5.52,0.01,0.02,-0.00,-5.43,-5.24,6.52,0.02,0.01,0.01,-2.15,-3.42,9.01,-0.01,-0.01,0.01,-0.52,0.09,0.87,0.18,0.37,0.12,L
2.661,255,255,255,255,255,-7.86,0.85,5.98,-0.01,0.02,-0.01,-8.80,-2.91,3.57,-0.03,0.00,-0.03,-8.24,-2.15,5.42,0.00,0.02,-0.01,-5.32,-5.28,6.45,-0.01,0.00,0.00,-2.12,-3.47,8.89,-0.01,-0.01,0.01,-0.52,0.08,0.86,0.12,0.00,0.37,L
2.711,255,255,255,255,255,-7.86,0.76,6.03,-0.01,0.02,-0.00,-8.83,-2.87,3.60,-0.04,0.00,-0.02,-8.18,-2.18,5.40,0.00,0.02,-0.00,-5.38,-5.35,6.43,-0.02,0.00,0.01,-2.14,-3.47,8.96,-0.02,-0.01,0.01,-0.52,0.08,0.86,-0.24,0.31,0.49,L
2.767,255,255,255,0,255,-7.88,0.83,6.03,-0.02,0.02,-0.00,-8.86,-2.98,3.61,-0.03,-0.00,-0.02,-8.21,-2.25,5.46,0.00,0.02,-0.01,-5.39,-5.33,6.42,0.02,-0.00,0.00,-2.17,-3.51,8.95,-0.01,-0.02,0.01,-0.52,0.08,0.86,-0.37,0.31,0.00,L
2.814,255,255,255,255,255,-7.88,0.81,6.00,0.00,0.01,-0.00,-8.81,-2.90,3.61,-0.02,-0.00,-0.03,-8.23,-2.18,5.45,0.01,0.02,-0.01,-5.31,-5.36,6.47,0.01,0.00,-0.00,-2.13,-3.49,8.96,-0.02,-0.00,0.00,-0.52,0.08,0.86,0.31,0.00,-0.24,L
2.865,255,255,255,0,255,-7.90,0.77,6.02,-0.00,0.02,-0.01,-8.87,-2.93,3.57,-0.03,0.01,-0.03,-8.26,-2.19,5.44,0.01,0.02,-0.02,-5.36,-5.32,6.50,-0.01,0.01,-0.01,-2.01,-3.45,8.96,-0.00,-0.01,-0.01,-0.52,0.08,0.86,0.43,0.00,-0.24,L
2.914,255,255,255,255,255,-7.84,0.85,6.08,0.00,0.01,-0.01,-8.81,-2.84,3.58,-0.02,0.01,-0.03,-8.16,-2.16,5.43,0.01,0.02,-0.01,-5.35,-5.33,6.41,0.01,0.01,0.00,-2.06,-3.49,8.94,-0.01,-0.00,-0.00,-0.52,0.08,0.86,0.37,-0.12,-0.18,L
